Rain,Temp,WindDirection,WindSpeed
1.85,58,13,5.62
0,60,15,6.07
0.97,57,21,5.27
0.81,57,18,5.31
0,61,22,5.08
0.4,59,19,6.42
1.77,59,16,5.6
0.87,56,19,5.71
0.63,60,20,5.97
0.54,51,0,0
0.28,60,16,5.14
0.55,56,19,4.88
0.66,49,20,9.62
0.31,48,20,8.7
1.78,54,22,8.74
0.52,54,19,8.45
1.57,50,22,8.81
0,73,12,7.21
0,71,11,4.8
0,76,15,5.71
0,73,15,3.64
0,74,10,5.64
0,75,15,5.82
0,71,23,6.8
0.06,67,14,4.7
0.49,64,19,6.28
2.37,62,19,8.41
0.11,63,16,4.44
0.83,65,15,8.55
1.31,61,20,5.75
0,69,21,6.28
2.43,48,19,7.82
0.59,42,26,2.88
0.06,41,23,8.44
0.65,45,16,5.05
1.87,42,23,15.22
0.97,44,24,5.87
1.75,40,20,10.1
0.66,49,28,4.21
1.38,46,18,2.65
0.57,46,20,9.05
0.62,47,22,2.15
0.1,56,20,9.07
1.49,59,19,8.34
2.33,55,21,8.91
1.4,54,17,5.94
1.2,59,22,8.75
0.09,53,19,4.42
0.36,53,26,6.38
1.34,52,20,7.85
0,43,20,5.05
0,46,18,3.21
0,71,20,2.12
0,63,14,3.85
0,53,26,2.11
0,46,18,2.95
0.87,57,17,1.58
0,60,27,15.97
2.05,61,9,6.75
0.65,63,12,5.75
0.74,60,23,6.12
0.03,58,23,9.12
0.26,66,19,5.54
0.03,59,23,3.07
0.07,55,21,5.3
0.22,61,22,5.62
0.02,57,19,2.25
1.34,60,16,5.52
0.62,65,5,7
0.11,61,24,4.97
0.8,58,18,3.65
0.51,62,24,6.07
4.51,75,10,13.12
2.78,67,8,9.71
3.91,66,8,9.64
1.01,66,7,5.55
6.96,67,9,8.91
6.6,72,8,12.24
0.18,47,20,12.58
0.91,44,22,14.08
0.85,50,21,14.2
0.81,49,22,13.35
0.37,44,20,9.71
0.04,61,23,7.15
0,64,22,8.11
0,64,17,6.54
0,63,15,6.08
0,61,17,7.48
0.01,62,18,4.05
0,59,20,6.6
0.01,65,16,10.82
0.79,68,12,11.01
4.92,66,12,11.2
1.65,69,21,8.6
3.01,57,21,6.84
0.13,47,23,3.58
0.71,59,20,7.15
0.19,60,24,1.4
0.24,56,20,3.58
1.76,58,19,6.17
0.14,52,21,3.11
1.68,58,18,7.01
0.12,60,14,3.64
0.03,62,20,8.35
0.06,62,20,4.08
1.15,64,14,6.92
0.11,59,17,5.15
0,59,20,3.85
0.08,60,19,2.37
0.45,84,12,4.08
1.67,59,9,5.45
0.46,70,4,8.1
10.49,73,12,12.2
4.45,72,13,8.15
0.44,68,12,8.45
0.65,49,19,11.38
0.78,51,20,9.57
0.47,51,21,10.7
0.16,48,15,5.54
3.02,53,20,9.5
0.25,63,16,2.57
0,71,13,5.85
0,68,18,4.92
0,64,16,4.12
0,68,3,5.87
0.02,74,8,7.14
0,70,16,5.11
0,69,6,0.75
0.08,71,17,10.28
0,63,18,10.6
0,75,9,6.2
0,77,18,2.47
0.2,77,11,7.88
0.21,83,7,6.04
0,68,15,7.62
0.01,76,18,6.74
0.12,81,8,7.62
0.1,61,21,8.12
1.05,75,15,9.82
1.64,75,15,10.04
0.1,76,17,6.81
0,70,17,6.21
0.82,74,19,9.64
0,81,6,11.2
0.03,79,7,7.1
0.03,66,17,8.58
0.31,73,15,9.64
1.49,73,12,7.31
0.05,78,9,6.37
0,77,6,6.47
0.02,74,19,8.57
1.65,70,12,10.82
0.11,53,15,3.58
4.3,63,8,5.18
0.12,60,22,4.71
1.73,62,7,7.32
9.28,69,8,15.72
4.14,65,7,10.04
4.3,63,8,5.18
6.57,67,8,12.55
0.34,66,12,9.05
1.28,48,14,2.18
0.45,55,19,3.25
1.68,55,21,6.47
5.52,52,14,4.28
1.26,56,22,7.18
1.09,51,17,6.71
0.68,57,24,3.17
1.62,58,12,7.31
1.34,62,14,2
0.87,57,22,2.11
0,65,16,4.01
0.12,56,15,6.45
0.16,58,19,6.11
0.41,57,18,4.54
0.21,60,16,5.98
0.05,47,25,10.44
0.12,48,21,9.14
0.29,46,26,1.32
0.08,43,24,12.08
0.56,46,25,7.15
0,70,10,2.6
0,69,9,4.38
0,72,8,3.07
0.12,70,12,3.92
0,37,11,3.84
0.11,49,17,4.55
0.06,41,3,14.11
0,29,20,4.48
1.5,48,21,12.68
0.32,39,20,1.8
0,30,10,12.67
0,32,3,5.98
0.01,22,11,2.3
0,60,24,1.2
0,45,6,7.2
0,44,22,11.3
1.5,37,17,2.98
0,40,2,9.25
0.55,45,20,4.17
0,44,19,15.31
4.71,47,16,15.12
0,39,7,12.65
0,34,14,4.97
0.08,40,5,7
0,23,16,1.81
0,38,15,10.25
0,60,18,1.15
0,60,0,0
0,60,23,8.4
1.77,47,8,4.7
0,42,3,8.24
0.8,47,15,12.11
0,38,2,4.64
0,30,7,7.62
0.03,33,8,15.21
0,60,11,4.3
0.16,39,10,3.35
0,67,14,1.64
0,70,19,8.04
0,81,10,2.85
0,78,15,4.38
0,65,18,5.45
0.12,70,12,4.45
1.44,63,12,6.5
1.45,68,0,0
0.02,71,28,3.28
0,64,20,2.8
0,71,19,11.42
1.14,63,22,6.61
4.61,58,0,0
0,69,21,5.67
1.69,62,25,5.21
0,68,27,3.64
0,66,25,7.51
0.89,64,17,9.82
2.83,63,17,8.64
1.99,64,19,5.97
0.16,62,23,4.21
0,69,31,5.55
1.3,61,22,8.41
0,65,25,9.07
0.29,60,21,3.24
0.21,61,28,4.67
0.94,66,24,5.31
0,51,21,5.34
0,61,21,4.02
0.13,52,23,5.35
0.04,60,20,4.85
0.03,64,12,4.81
0,61,21,5.14
0,56,22,5.16
0,52,25,4.55
0,55,21,3.82
0,55,21,3.82
0.26,77,4,12.21
0.93,81,5,12.37
0.16,73,4,7.17
1.13,71,3,8.48
0.06,82,4,10.61
3.79,82,5,8.98
0.16,77,3,9.85
0,74,8,4.18
0.11,73,6,5.5
0.2,79,4,7.08
0.39,80,5,12.01
0.25,81,5,13.12
0.01,69,5,2.44
0.02,65,10,3.01
0.03,68,13,5.91
0,66,9,2
0,66,15,3.35
0.09,69,9,6.68
1.81,76,19,2.54
0,81,5,12.25
0.05,80,4,15.77
0.05,80,4,12.71
0.13,80,4,16.58
0.19,57,18,8.07
0.38,52,16,3.48
0.81,52,22,8.94
0.43,58,21,7.62
0.03,60,19,6.07
1.01,60,16,6.95
0.65,62,17,8.02
0.22,59,20,7.34
0.57,63,16,8.1
0,63,14,4.75
0.88,58,19,6.95
0.25,61,19,7.9
1.19,57,20,8.21
1.14,57,20,7.87
0.65,59,19,8.95
1.02,56,20,9.3
0.01,53,21,9.3
0.33,56,18,9.24
0.1,58,19,10.48
0,63,16,11.37
0.04,61,14,6.92
0.57,65,13,9.97
0.13,63,18,7.81
0.49,65,14,13.37
0.04,62,18,6.42
0.17,63,18,0.45
0,63,18,6.35
0,66,18,5.92
0.1,65,14,4.67
0,75,8,3.72
0,76,12,3.81
0,79,8,5.58
0.81,74,14,4.24
0,72,10,1.9
0.12,47,23,6.8
0.73,45,22,7.15
0.03,48,23,5.24
0,55,22,2.58
0,57,21,3.71
0,54,20,7.28
0,60,20,7.85
0,51,27,8.02
0.41,52,21,5.17
0.3,56,19,6.1
1.35,54,20,6.78
2.04,56,19,7.08
0.76,51,20,5.6
1.45,56,20,7.31
0.28,47,0,0
1.89,56,19,7.05
0.63,51,21,5.15
0.42,50,21,10.8
0.82,45,22,5.88
0.02,55,20,9.67
0.14,54,20,11.44
0.03,50,20,8.74
0.1,70,11,5.05
0.08,70,15,2.58
0,74,11,4.51
0,70,16,1.24
0,72,14,2.57
0,70,14,1.75
0.41,69,18,4.24
0.34,62,14,5.55
0.01,63,17,8.98
0.11,62,19,11.18
0.02,63,16,9.58
1.77,64,17,11.04
0.16,59,18,8.38
0.06,66,16,7.27
0.29,47,18,9.65
0.51,40,21,3.68
0.35,36,19,10.58
0.22,45,17,10.28
0.05,43,23,7.18
0.19,41,25,10.9
0.74,33,18,5.95
0.28,44,23,4.71
1.24,41,16,5.75
0.09,48,24,6.84
0.46,43,22,2.78
0.02,53,22,9.55
0.09,56,22,8.75
0,52,22,10.21
0.06,55,14,5.98
0.27,57,19,9.88
0.03,55,16,3.31
0,56,20,6.08
0,57,24,8.25
0,55,18,10.57
0.04,55,20,5.31
0,79,18,7.95
0,71,21,11.22
1.49,59,24,6.6
0.47,55,18,6.71
0.03,49,21,4
0,60,28,32.35
0,54,20,4.14
0.01,56,20,5.78
0,64,19,3.17
0,64,20,10.58
0.2,66,17,3.7
0.02,51,18,6.05
0.13,48,19,6.32
0.11,55,16,6.47
0.03,48,14,3.78
0,54,21,5.55
0,60,22,6.05
0.11,54,23,6.21
0.31,51,17,5.51
0,60,22,3.24
0,67,3,6.64
0,61,14,3.6
0,60,12,3.6
0,60,15,1.42
0,61,10,2.54
0,65,7,5.88
0.01,46,18,5.72
0,44,20,8.22
0.07,50,21,9.67
0.02,45,25,9.07
0.12,44,20,6.74
0.1,56,18,6.44
0.26,58,18,6.92
0.01,59,17,5.42
0.02,59,19,8.22
0.28,56,18,7.31
0.31,55,19,4.65
0.23,54,16,5.98
0.03,69,16,15.04
0.03,66,23,12.21
0.19,67,13,8.33
0.42,68,12,10.82
8.06,56,13,9.41
0.51,46,17,4.81
3.9,55,24,8.97
3.38,58,25,0.98
0.91,51,12,5.52
3.27,55,16,8.32
0.17,49,24,7.78
5.11,54,18,9.52
0.06,60,24,2.37
0.67,58,16,8.2
0.01,55,20,3.05
0,57,21,4.64
0,54,20,3.95
0.07,51,20,3.04
0.08,53,18,2.82
0.96,84,10,3.37
0,53,27,5.17
0,64,9,3.05
0,68,8,6.85
0,66,8,2.82
0,64,9,2.77
0,51,22,9.24
0,53,22,10.32
0,53,24,6.42
0,51,22,6.9
0.03,52,22,10.44
0,60,11,0.7
0,67,11,2.65
0.05,64,13,4.47
0,63,18,2.75
0,66,18,3.04
1.16,70,13,6.08
0.07,67,13,5.57
0,66,15,0.61
0.32,72,17,9.47
0.13,68,17,12.72
0.25,75,15,4.47
0.17,76,13,1.14
0.11,77,11,4.97
0,81,9,5.64
0.38,69,13,9.64
2.14,77,12,4.82
0,80,11,6.75
0,65,18,10.02
0.14,74,18,8.37
0.06,73,19,8.82
0,76,12,8.22
0,73,17,3.38
0.15,73,18,7.7
0.04,80,11,9.6
0.85,79,12,4.37
1.02,68,17,9.37
0,73,15,8.07
0,72,15,6.65
0,75,19,5.4
0.01,76,10,4.87
0.16,75,18,7.52
0.38,68,22,9.47
0.01,61,21,4.58
0,57,13,2.42
0.13,51,23,7.84
0,56,13,1.62
0,62,15,6.44
0,59,20,3.5
0,57,13,2.42
0,58,13,4.94
0,60,22,4.61
2.42,45,13,5.37
1.38,48,23,7.04
5.21,51,16,6.46
7.57,51,11,4.93
4.41,54,16,7.61
1.74,46,15,9.42
0.74,51,22,4.34
0.01,57,14,4.75
0.1,60,16,1.7
0.04,54,26,0.83
0.06,61,15,2.25
1.03,53,19,7.51
0.23,58,19,8.87
2.1,55,20,6.52
1.26,58,18,6.94
0,52,20,13.71
0,55,25,9.6
0.24,52,22,4.7
0,50,24,13.57
0.09,47,26,4.37
0,70,24,5.17
0.77,68,23,4.8
0,70,21,5.45
0,70,23,3.95
0.31,33,23,5.77
4.14,50,12,9.91
0,26,15,11.9
0.09,13,25,4.24
0.73,40,27,14.55
0.77,39,7,3.15
0.09,16,15,8.1
0.02,18,10,4.75
0.31,15,26,2.55
0,60,25,3.42
0.28,38,8,5.61
0.07,33,30,9.58
1.13,43,14,5.47
0.48,33,2,10.21
6.53,47,16,9
0.01,31,20,10.47
2.09,39,27,10.28
0.06,28,16,10.47
0,22,23,4.07
0.01,28,23,7.62
0,14,20,3.38
0.51,32,22,8.08
0,60,14,3.07
0,60,0,0
0,60,19,10.2
2.98,48,10,8.22
1.05,44,14,1.8
0.65,40,11,15.6
0.36,31,11,5.48
0,16,10,6.25
0.13,27,23,10.98
0,60,11,6.6
2.81,42,7,4.12
0,66,18,3.61
0,67,15,6.87
0,81,9,2.62
0,78,14,5.17
0,59,20,4.88
0.04,69,21,4.72
0.13,66,21,5.61
0.23,67,0,0
0.03,66,22,2.75
0,58,27,4
0,64,18,4.85
0,64,22,2.12
1.47,55,0,0
0.03,65,25,3.55
0,63,29,2.58
0.3,72,23,2.18
0.28,71,23,2.55
0.03,62,29,3.68
0.02,61,23,1.77
0,62,26,3.08
0,60,27,3.24
0,72,30,2.71
0,63,27,7.44
0.01,63,18,15.81
0.03,65,18,2.77
0,65,17,6.05
0,63,31,3.75
0,46,16,5.05
0,54,20,5.65
0.27,43,20,2.48
0,53,18,5.3
0,54,18,2.84
0,55,10,4.74
0.26,62,19,10.6
0.4,62,20,5.32
0.1,65,22,6.6
0.1,65,22,6.6
0.01,72,17,6.54
0.14,78,17,9.31
0,70,12,4.07
0,69,12,5.35
0,80,13,10.08
0.68,79,16,7.27
0,74,11,8.71
0,73,20,5.72
0,71,13,4.27
0,75,12,5.72
0,76,17,8.82
0.8,78,12,10.17
0,68,14,2.87
0,67,25,2.87
0,68,25,6.88
0,68,21,3.08
0,68,22,3.52
0,69,17,3.58
3.51,76,22,2.48
0.04,81,5,13.32
0.36,79,5,15.14
0.29,80,4,13.84
0.1,79,5,18.34
0.49,52,14,3.77
0.58,52,15,3.45
0.03,43,20,5.17
0.02,57,24,9.51
0,58,24,6.07
0.1,59,23,7.01
0,59,22,8.98
0,56,19,7.52
0.19,61,22,9.07
0.15,65,25,7.38
1.56,58,19,9.62
1.6,60,18,11.35
0.19,56,23,7.67
0,56,28,7.64
0,59,22,6.81
0,55,29,7.88
0,53,27,5.88
0,54,26,6.34
0.06,60,19,7.35
0,61,14,8.88
0,55,24,5.4
0,62,14,7.94
0.02,60,21,5.9
0,64,20,10.17
2.84,63,24,8.15
1.32,65,23,1.62
0.69,64,24,8.54
0.65,67,25,8.2
0.21,66,25,6.52
0.6,71,17,3.35
0.12,71,10,4.84
0.05,76,7,5.82
0.17,71,18,4.95
0.02,69,17,3.78
1.4,53,20,5.82
1.31,49,18,7
4.28,55,16,5.48
0.11,66,23,6.38
0.28,66,22,6.71
1.48,62,19,9.1
0,60,21,10.98
4.29,58,20,8.88
0.16,51,27,5.97
1.07,58,22,8.95
0.39,55,23,7.22
0.02,56,23,7.5
0.3,50,23,6.24
0.01,56,22,7.62
1.65,44,0,0
0,55,21,6.37
1.65,48,23,6.31
0.26,45,21,6.42
0.15,40,20,4.7
0.66,52,27,6.02
0.06,51,25,7.17
0.16,47,26,5.57
0.1,67,24,6.75
0.74,67,21,4.48
0.15,71,16,5.88
0.1,69,18,3.08
0.49,70,20,4.77
0,69,19,3.9
0.03,68,23,5.4
0.14,64,24,7.87
1.04,61,22,8.32
0,61,22,8.97
2.43,61,21,8.22
1.17,64,22,8.11
0.01,60,23,6.52
3.07,65,21,8.41
0.06,50,22,8.15
0.12,41,25,2.57
0.01,43,24,11.87
0.02,44,19,6.64
0.02,43,22,6.87
0.14,46,20,10.7
0.18,45,23,5.1
0.13,47,24,3.64
0.54,41,16,3.35
0.27,48,23,3.87
0.67,44,27,1.68
0,56,24,7.3
0.27,58,23,7.05
0,53,27,5.85
0.08,54,23,4.65
0.19,58,21,7.37
0.18,50,22,5.62
0.01,50,27,7.87
0.54,54,21,4.35
0,45,19,6.9
0.05,46,20,4.72
0.01,72,20,4.2
0.12,65,12,5.78
0.03,52,23,3.08
0,46,14,3.31
3.16,56,20,4.37
0,60,24,39.62
0.64,65,21,7.42
0.77,65,21,8
0,62,18,3.75
0,58,26,8.5
0,63,25,3.7
1.8,57,24,7.55
3.78,54,25,8.87
2.85,56,23,10.2
1.72,56,21,4.07
0.31,64,21,9.35
2.12,67,22,8.98
3.93,58,23,8.33
4.93,55,22,8.68
0.01,60,26,5.51
0,68,24,5.98
0,65,23,4.62
0,65,25,7.14
0,65,25,4.54
0,66,24,5.12
0.1,67,22,4.28
0.05,46,24,4.77
0.01,43,24,5.88
0.27,45,23,6.8
0,44,23,6.67
0,45,23,4.62
3.04,59,19,10.17
1.94,61,19,11.28
1.67,62,23,8.78
1.57,61,24,11.52
2.47,59,18,11.01
1.22,58,19,8.84
5.05,58,19,8.98
0,64,16,10.18
0,67,20,10.47
0,66,15,7.68
0.4,68,24,8.6
2,55,16,5.91
0.12,43,13,2.78
2.49,54,17,5.44
0.48,52,25,1.12
0.31,52,16,5.24
1.57,56,14,5.31
0.1,47,24,3.54
1.93,54,17,4.95
0,60,23,6.17
2.77,60,15,11.12
0.05,65,25,6.32
0.19,67,23,7.65
2.9,61,28,8.14
0.56,60,22,4.95
0.45,62,21,5.37
0.35,84,12,4.11
0.9,63,21,6.95
0,66,24,4.15
0,69,22,3.8
0,68,24,3.62
0,67,24,5.05
0.02,46,25,6.01
0.2,49,21,6.74
0.25,52,18,5.15
0.26,49,28,4.92
0.02,50,23,6.24
0.47,61,26,3.82
0.08,67,24,4.52
0.17,65,25,6.78
0.27,61,26,4.68
0.14,66,24,4.97
0.03,68,23,6.65
0.36,66,24,6.14
0.04,65,24,1.21
0,70,16,9.34
0,63,19,9.94
0.01,72,13,7.9
0,75,22,2.2
0.1,72,14,5.74
0.84,79,13,7.14
0,67,11,8.7
0,73,16,7.55
0.81,77,10,8.87
0,59,15,8.74
0.37,75,13,9.52
0.31,73,18,10.9
0.01,74,9,7.44
0,69,15,3.64
0.77,73,22,9.97
1.48,76,10,9.72
0.1,74,10,5.88
0,66,18,9.37
0,70,16,8.6
0,70,16,8.67
0.11,73,12,7.25
0.04,73,10,7.71
0.04,71,17,10.04
0.29,67,12,8.3
0.36,52,21,2.07
0.12,65,25,7.02
1.69,54,27,7.38
0,64,22,3.67
0.08,68,23,7.27
0.01,66,22,6.37
0.12,65,25,7.02
0.22,67,22,7.72
0.28,68,20,7.52
1.14,45,14,3.97
0.08,47,18,4.92
2.49,51,18,3.7
3.4,52,14,3.72
1.85,54,17,5.51
0.89,47,15,6.35
0.03,51,26,2.58
1.41,59,24,6.47
2.62,63,23,5.01
1.23,58,25,4.24
2.16,65,23,5.67
0.04,52,23,6.24
0.03,56,24,4.97
0,54,28,5.38
0,57,28,7.8
0.09,46,23,10.24
0.15,47,26,10.67
0.4,45,25,3.14
0.23,43,24,11.37
0.12,46,20,3.15
0,70,19,2.41
0,69,21,2
0,70,13,2.71
0,70,13,2.15
0.15,30,13,2.2
0.08,49,22,2.71
0.37,34,12,9.87
0.17,16,30,4.2
2.58,44,19,14.94
0.55,35,12,0.84
0,20,11,19.3
0,17,4,1.51
0.02,8,33,1.08
0,60,30,1.91
0.24,41,11,2.62
0.75,38,16,7.22
0.09,37,20,1.41
0.07,31,3,5.07
0.17,45,27,3.74
0.45,37,20,7.18
1.22,41,23,7.78
0.2,31,11,23.71
0.33,22,18,0.68
1.21,38,11,18.38
0,7,14,1.8
0,28,26,4.32
0,60,11,1.3
0,60,0,0
0,60,21,13.9
0.01,47,13,2.45
0,43,3,9.55
2.42,43,18,19.52
0.01,29,16,4.04
0,16,7,5.64
0.1,25,12,11.1
0,60,15,2.22
0.03,40,9,1.45
0,68,17,2.38
0.5,68,17,5.02
0,82,9,1.75
0,78,14,4.01
0.13,63,15,4.37
0.01,70,17,2.57
0,66,19,3.55
0,70,0,0
0.19,69,29,3.15
0.09,57,19,5.42
0.13,65,18,8.1
1.37,64,20,4.67
3.95,58,0,0
0.64,66,11,3.22
0.93,65,20,7.9
0.11,69,29,3.25
0.08,67,25,5.71
1.7,61,18,10.97
4.15,59,21,6.8
2.63,62,17,2.92
1.45,63,17,4.3
0.07,69,31,4.38
1.45,64,17,7.8
0.57,62,18,9.25
0.41,61,23,2.31
1.07,62,26,2.27
1.37,63,18,2.8
0,48,20,2.24
0,60,17,3.65
0.17,51,22,4.04
0,61,22,5.77
0.27,59,9,3.14
0,61,19,2.18
2.81,50,26,8.72
1.32,45,25,7.5
0.8,52,26,7.71
0.8,52,26,7.71
0,72,5,8.24
0.11,79,6,15.04
0,70,5,4.98
0,69,8,4.78
1.39,78,4,11.37
3.61,71,5,11.08
0,74,4,9.34
0,72,15,3.08
0,70,11,3.07
0,75,5,6.44
0.02,76,10,12.25
0.15,78,6,15.1
0,67,15,1.85
0,66,16,1.84
0,69,21,4.64
0,67,18,1.77
0,67,20,2.32
0,69,16,3.22
3.39,74,24,2.45
0.06,78,5,11.88
0.16,78,5,14.71
0.34,78,4,12.45
0.11,78,5,18.15
0.59,57,15,5.74
1.15,52,15,1.88
1.74,53,20,4.55
2.1,50,15,7.5
1.14,53,15,5.11
0.74,56,15,6.5
0.09,59,16,7.9
1.28,50,15,5.84
0.22,58,15,7.81
0,61,17,4.42
0.58,52,22,7.5
0.07,56,22,8.18
1.09,49,24,8.34
1.42,52,15,5.74
0.09,58,18,7.15
1.09,50,12,6.94
0.57,54,14,7.48
2.1,50,11,7.4
0,62,17,8.52
0,66,19,8.6
0,61,23,7.44
0.06,64,17,6.58
0.41,63,15,6.74
0.92,66,14,9.18
0,58,20,6.01
0,62,21,1.01
0,60,20,5.9
0,62,21,4.95
0.03,63,18,3.41
0,70,7,2.48
0.02,70,9,2.01
0,74,6,4
0,70,16,2.02
0,68,13,1.47
1,41,23,7.81
0.39,37,19,6.61
2.89,43,22,7.6
0.07,54,22,6.11
0.13,54,22,5.8
1.39,48,26,8.38
0,60,28,14.35
1.16,42,25,9.9
0.41,41,22,6.95
1.3,48,26,7.18
0.82,45,27,6.81
1,47,17,8.17
0.69,41,22,6.58
0.87,45,21,7
0.28,39,0,0
1.3,48,22,7.14
0.17,41,22,6.04
0.13,43,21,7.02
0.16,41,21,4.98
0.95,48,14,6.78
2.02,46,13,8.8
0.9,45,16,5.34
0,68,20,2.5
0,68,17,1.22
0,70,12,2.68
0,68,14,1.12
0,69,21,1.25
0,69,18,1.4
0,69,20,2.04
0.1,61,15,3.74
0.04,62,17,6.95
0.1,62,15,9.5
0.16,63,16,7.27
0.03,66,20,7.15
0.18,61,16,7.01
0.02,62,20,6.32
0.43,52,17,5.55
0.86,45,20,2.1
0,45,21,5.85
0.54,49,16,4.68
0.01,45,16,7.17
0.07,51,16,6.77
0.01,47,13,3.9
0.53,50,25,2.68
0.82,43,24,1.07
0,50,18,4.05
0.85,46,22,1.44
0,58,16,7.37
0.01,59,14,7.62
0.01,55,15,8.24
0,55,15,4.87
0,59,18,7.9
0,58,19,5.17
0,57,21,9.14
0.02,56,18,7.17
0.11,52,17,14.97
0.43,53,17,10.54
0.22,71,20,2.62
0.57,64,15,5.92
0.69,57,18,4.98
1.47,52,13,3.74
2.09,42,26,6.67
0,60,23,42.41
0.31,52,26,8.11
1.57,52,25,9.25
0,63,15,2.58
0,64,24,8.2
0,67,25,3.02
0.99,42,25,7.1
1.44,39,28,8.12
0.71,45,21,8.11
1.05,40,26,4.87
1.23,52,27,9.11
2.08,53,27,11.2
0.65,44,24,7.21
0.78,41,26,7.52
0,59,25,2.87
0.02,63,18,6.1
0,62,19,3.11
0,61,21,4.71
0,61,22,2.21
0.14,61,20,3.3
0,63,17,5.05
0,49,17,7.6
0,46,21,8.12
1.2,46,17,8.65
0.2,44,20,8.34
0,46,21,5.27
0.58,50,25,7.52
0.42,53,25,8.51
0.05,52,21,6.07
0.05,54,21,7.97
0.55,50,24,7.85
1.01,48,20,6.11
0.72,48,24,6.65
0,68,13,9.98
0,69,19,8.34
0.48,68,14,6.54
0.39,69,13,7.58
2.07,57,14,6.35
0.31,47,15,2.9
2.36,54,16,4.22
1.28,52,23,1.72
0.86,51,15,2.47
1.18,56,12,7.1
1.32,48,16,3.85
1.64,55,20,4.31
0.37,60,26,5.64
2.23,50,26,7.47
0.63,51,22,6.08
0.7,54,26,8.07
0.45,51,25,6.55
1.3,44,27,4.62
1.08,47,20,5.27
4.17,83,12,2.04
1.71,48,27,7.37
0,65,19,2.72
0,68,16,4.05
0,66,20,2.5
0,64,19,2.98
1.14,49,18,6.81
0.07,51,17,7.1
0.1,53,13,8.42
0.04,55,20,5.78
0.01,51,11,7.91
0.02,58,26,1.72
0,67,18,2.11
0.01,63,17,3.88
0,62,21,3.07
0.04,64,18,3.2
0.01,70,20,3.31
0,66,16,3.62
0.01,64,22,0.62
0,72,17,8.87
0,66,20,8.82
0.01,72,15,2.71
0,75,14,1.3
0,71,8,3.27
0.03,78,6,5.15
0,70,13,6.98
0,73,13,3.37
0,77,9,6.35
0,65,14,6.9
0,76,16,8.45
0,75,17,8.6
0,74,12,7.35
0,72,14,2.34
0,75,16,8.21
0,76,8,7.82
0,75,10,3.9
0,68,14,7.95
0,72,19,6.9
0,71,17,6.91
0,73,13,3.28
0,73,9,5.65
0,73,16,7.34
0,71,15,8
0.16,63,16,8.88
0,60,21,3.87
0.69,41,28,8.24
0,57,22,3.15
0.01,60,23,6.74
0.06,58,25,5.9
0,60,21,3.87
0.13,58,27,6.94
0.03,58,23,7.25
2.04,47,6,4.45
0.57,50,25,4.7
1.76,51,16,3.87
3.46,51,12,5.84
1.82,55,12,5.2
2.02,48,9,4.74
0.98,51,23,2.25
0.04,56,21,5.48
0.03,57,20,3.01
0.25,52,26,4.12
0.05,58,17,3.75
1.26,47,18,5.95
1.81,49,22,5.7
2.42,47,16,5.72
1.81,50,21,7.2
0.02,54,20,11.28
0,57,24,9.15
0.01,53,26,2.82
0.03,53,23,13.31
0.64,49,25,1.68
0,68,11,3.1
0.01,68,11,4.05
0,70,15,4.48
0,69,16,3.65
0.08,31,10,3.15
2.99,50,12,13.31
0.08,28,9,7.36
0,10,31,2.35
1.41,37,23,11.55
1.66,39,9,4.1
0.02,18,16,9.23
0.18,16,6,1.83
0.13,13,25,1.68
0,60,22,3.81
1.37,35,4,3.36
0.56,35,14,7.11
1.73,41,10,7.31
0.03,32,5,6.55
4.8,48,14,14.81
0.08,35,15,4.71
0.7,36,26,5.15
0,25,7,10.75
0,21,15,1.34
0.1,30,4,7.33
0,14,17,1.18
0.01,30,35,5.23
0,60,12,4.61
0,60,0,0
0,60,0,0
1.49,47,13,9.86
0,43,9,4.08
0.41,36,21,10.86
0.14,29,1,3.6
0,15,7,5.23
0.07,25,10,15.48
0,60,14,1.9
1.89,41,11,2.88
0.2,61,22,5.61
0,61,9,5.21
0.35,72,16,3.08
0.41,68,18,2.01
0.86,55,21,3.38
0,68,13,4.4
0,63,16,4.28
0,67,0,0
0,62,24,1.51
0,52,31,3.63
0,58,18,4.3
0.09,60,14,2.01
0.9,57,0,0
0,61,26,1.3
0.03,61,24,1.5
0,66,22,1.83
0,66,24,1.8
0.11,58,30,3.18
0.16,57,20,1.15
0.14,58,26,1.43
0.08,59,14,2.26
0,66,28,2.61
0.02,61,26,3.21
0,62,18,9.55
0,62,18,1.6
0,61,29,2.11
0.01,59,24,1.68
0.17,42,17,2.7
0,51,13,4.98
0.14,42,23,1.56
0,53,21,5.3
0.02,52,22,1.9
0,52,11,1.53
0,55,26,5.93
0,50,25,5.43
0,50,26,5.65
0,50,26,5.65
0.1,74,10,8.68
0.44,77,5,10.08
0.02,71,9,5.41
0.02,70,3,6.41
0,79,4,9.88
0.66,76,4,6.25
0.02,73,9,7.3
0,73,14,4.55
0,72,7,4.91
0,76,9,5.68
0.32,75,11,9.08
0.97,76,10,10.7
0,66,13,1.33
0,65,14,2.08
0,68,16,5.15
0.01,64,15,2.78
0,66,14,3.2
0,68,8,4.98
0.28,75,19,2.23
0.03,78,5,10.38
0.05,78,4,14.63
0.06,78,3,12.26
0,78,3,15.7
0.01,51,13,4.93
0.02,53,9,3.9
0.02,42,11,2.81
0.18,58,16,4.6
0.79,58,19,3.25
1.1,59,19,4.33
0.66,61,20,5.98
0.64,58,20,4.06
0.53,61,19,5.81
